LOCATION,Country,INDICATOR,Indicator,MEASURE,Measure,INEQUALITY,Inequality,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
SVN,Slovenia,ES_STCS,Student skills,L,Value,HGH,High,AVSCORE,Average score,0,units,,,554.0,,
OECD,OECD - Total,ES_STCS,Student skills,L,Value,HGH,High,AVSCORE,Average score,0,units,,,548.0,,
AUS,Australia,ES_STCS,Student skills,L,Value,LW,Low,AVSCORE,Average score,0,units,,,467.0,,
AUT,Austria,ES_STCS,Student skills,L,Value,LW,Low,AVSCORE,Average score,0,units,,,449.0,,
BEL,Belgium,ES_STCS,Student skills,L,Value,LW,Low,AVSCORE,Average score,0,units,,,453.0,,
CAN,Canada,ES_STCS,Student skills,L,Value,LW,Low,AVSCORE,Average score,0,units,,,490.0,,
CZE,Czech Republic,ES_STCS,Student skills,L,Value,LW,Low,AVSCORE,Average score,0,units,,,453.0,,
DNK,Denmark,ES_STCS,Student skills,L,Value,LW,Low,AVSCORE,Average score,0,units,,,453.0,,
FIN,Finland,ES_STCS,Student skills,L,Value,LW,Low,AVSCORE,Average score,0,units,,,494.0,,
FRA,France,ES_STCS,Student skills,L,Value,LW,Low,AVSCORE,Average score,0,units,,,441.0,,
DEU,Germany,ES_STCS,Student skills,L,Value,LW,Low,AVSCORE,Average score,0,units,,,465.0,,
GRC,Greece,ES_STCS,Student skills,L,Value,LW,Low,AVSCORE,Average score,0,units,,,419.0,,
HUN,Hungary,ES_STCS,Student skills,L,Value,LW,Low,AVSCORE,Average score,0,units,,,428.0,,
ISL,Iceland,ES_STCS,Student skills,L,Value,LW,Low,AVSCORE,Average score,0,units,,,454.0,,
IRL,Ireland,ES_STCS,Student skills,L,Value,LW,Low,AVSCORE,Average score,0,units,,,469.0,,
ITA,Italy,ES_STCS,Student skills,L,Value,LW,Low,AVSCORE,Average score,0,units,,,448.0,,
JPN,Japan,ES_STCS,Student skills,L,Value,LW,Low,AVSCORE,Average score,0,units,,,502.0,,
KOR,Korea,ES_STCS,Student skills,L,Value,LW,Low,AVSCORE,Average score,0,units,,,509.0,,
LUX,Luxembourg,ES_STCS,Student skills,L,Value,LW,Low,AVSCORE,Average score,0,units,,,429.0,,
MEX,Mexico,ES_STCS,Student skills,L,Value,LW,Low,AVSCORE,Average score,0,units,,,386.0,,
NLD,Netherlands,ES_STCS,Student skills,L,Value,LW,Low,AVSCORE,Average score,0,units,,,473.0,,
NZL,New Zealand,ES_STCS,Student skills,L,Value,LW,Low,AVSCORE,Average score,0,units,,,448.0,,
NOR,Norway,ES_STCS,Student skills,L,Value,LW,Low,AVSCORE,Average score,0,units,,,464.0,,
POL,Poland,ES_STCS,Student skills,L,Value,LW,Low,AVSCORE,Average score,0,units,,,476.0,,
PRT,Portugal,ES_STCS,Student skills,L,Value,LW,Low,AVSCORE,Average score,0,units,,,438.0,,
SVK,Slovak Republic,ES_STCS,Student skills,L,Value,LW,Low,AVSCORE,Average score,0,units,,,392.0,,
ESP,Spain,ES_STCS,Student skills,L,Value,LW,Low,AVSCORE,Average score,0,units,,,447.0,,
SWE,Sweden,ES_STCS,Student skills,L,Value,LW,Low,AVSCORE,Average score,0,units,,,442.0,,
CHE,Switzerland,ES_STCS,Student skills,L,Value,LW,Low,AVSCORE,Average score,0,units,,,469.0,,
TUR,Turkey,ES_STCS,Student skills,L,Value,LW,Low,AVSCORE,Average score,0,units,,,427.0,,
GBR,United Kingdom,ES_STCS,Student skills,L,Value,LW,Low,AVSCORE,Average score,0,units,,,461.0,,
USA,United States,ES_STCS,Student skills,L,Value,LW,Low,AVSCORE,Average score,0,units,,,449.0,,
BRA,Brazil,ES_STCS,Student skills,L,Value,LW,Low,AVSCORE,Average score,0,units,,,365.0,,
CHL,Chile,ES_STCS,Student skills,L,Value,LW,Low,AVSCORE,Average score,0,units,,,390.0,,
EST,Estonia,ES_STCS,Student skills,L,Value,LW,Low,AVSCORE,Average score,0,units,,,503.0,,
ISR,Israel,ES_STCS,Student skills,L,Value,LW,Low,AVSCORE,Average score,0,units,,,415.0,,
RUS,Russia,ES_STCS,Student skills,L,Value,LW,Low,AVSCORE,Average score,0,units,,,436.0,,
SVN,Slovenia,ES_STCS,Student skills,L,Value,LW,Low,AVSCORE,Average score,0,units,,,454.0,,
OECD,OECD - Total,ES_STCS,Student skills,L,Value,LW,Low,AVSCORE,Average score,0,units,,,452.0,,
AUS,Australia,ES_EDUEX,Years in education,L,Value,TOT,Total,YR,Years,0,units,,,19.4,,
AUT,Austria,ES_EDUEX,Years in education,L,Value,TOT,Total,YR,Years,0,units,,,17.0,,
BEL,Belgium,ES_EDUEX,Years in education,L,Value,TOT,Total,YR,Years,0,units,,,18.9,,
CAN,Canada,ES_EDUEX,Years in education,L,Value,TOT,Total,YR,Years,0,units,,,17.2,,
CZE,Czech Republic,ES_EDUEX,Years in education,L,Value,TOT,Total,YR,Years,0,units,,,18.1,,
DNK,Denmark,ES_EDUEX,Years in education,L,Value,TOT,Total,YR,Years,0,units,,,19.4,,
FIN,Finland,ES_EDUEX,Years in education,L,Value,TOT,Total,YR,Years,0,units,,,19.7,,
FRA,France,ES_EDUEX,Years in education,L,Value,TOT,Total,YR,Years,0,units,,,16.4,,
DEU,Germany,ES_EDUEX,Years in education,L,Value,TOT,Total,YR,Years,0,units,,,18.2,,
GRC,Greece,ES_EDUEX,Years in education,L,Value,TOT,Total,YR,Years,0,units,,,18.6,,
HUN,Hungary,ES_EDUEX,Years in education,L,Value,TOT,Total,YR,Years,0,units,,,17.6,,
ISL,Iceland,ES_EDUEX,Years in education,L,Value,TOT,Total,YR,Years,0,units,,,19.8,,
IRL,Ireland,ES_EDUEX,Years in education,L,Value,TOT,Total,YR,Years,0,units,,,17.6,,
ITA,Italy,ES_EDUEX,Years in education,L,Value,TOT,Total,YR,Years,0,units,,,16.8,,
JPN,Japan,ES_EDUEX,Years in education,L,Value,TOT,Total,YR,Years,0,units,,,16.3,,
KOR,Korea,ES_EDUEX,Years in education,L,Value,TOT,Total,YR,Years,0,units,,,17.5,,
LUX,Luxembourg,ES_EDUEX,Years in education,L,Value,TOT,Total,YR,Years,0,units,,,15.1,,
MEX,Mexico,ES_EDUEX,Years in education,L,Value,TOT,Total,YR,Years,0,units,,,14.4,,
NLD,Netherlands,ES_EDUEX,Years in education,L,Value,TOT,Total,YR,Years,0,units,,,18.7,,
NZL,New Zealand,ES_EDUEX,Years in education,L,Value,TOT,Total,YR,Years,0,units,,,18.1,,
NOR,Norway,ES_EDUEX,Years in education,L,Value,TOT,Total,YR,Years,0,units,,,17.9,,
POL,Poland,ES_EDUEX,Years in education,L,Value,TOT,Total,YR,Years,0,units,,,18.4,,
PRT,Portugal,ES_EDUEX,Years in education,L,Value,TOT,Total,YR,Years,0,units,,,17.6,,
SVK,Slovak Republic,ES_EDUEX,Years in education,L,Value,TOT,Total,YR,Years,0,units,,,16.3,,
ESP,Spain,ES_EDUEX,Years in education,L,Value,TOT,Total,YR,Years,0,units,,,17.6,,
SWE,Sweden,ES_EDUEX,Years in education,L,Value,TOT,Total,YR,Years,0,units,,,19.3,,
CHE,Switzerland,ES_EDUEX,Years in education,L,Value,TOT,Total,YR,Years,0,units,,,17.3,,
TUR,Turkey,ES_EDUEX,Years in education,L,Value,TOT,Total,YR,Years,0,units,,,16.4,,
GBR,United Kingdom,ES_EDUEX,Years in education,L,Value,TOT,Total,YR,Years,0,units,,,16.4,,
USA,United States,ES_EDUEX,Years in education,L,Value,TOT,Total,YR,Years,0,units,,,17.2,,
BRA,Brazil,ES_EDUEX,Years in education,L,Value,TOT,Total,YR,Years,0,units,,,16.3,,
CHL,Chile,ES_EDUEX,Years in education,L,Value,TOT,Total,YR,Years,0,units,,,16.5,,
EST,Estonia,ES_EDUEX,Years in education,L,Value,TOT,Total,YR,Years,0,units,,,17.5,,
ISR,Israel,ES_EDUEX,Years in education,L,Value,TOT,Total,YR,Years,0,units,,,15.8,,
RUS,Russia,ES_EDUEX,Years in education,L,Value,TOT,Total,YR,Years,0,units,,,16.0,,
SVN,Slovenia,ES_EDUEX,Years in education,L,Value,TOT,Total,YR,Years,0,units,,,18.4,,
OECD,OECD - Total,ES_EDUEX,Years in education,L,Value,TOT,Total,YR,Years,0,units,,,17.7,,
AUS,Australia,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,0,units,,,19.0,,
AUT,Austria,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,0,units,,,16.8,,
BEL,Belgium,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,0,units,,,18.3,,
CAN,Canada,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,0,units,,,16.8,,
CZE,Czech Republic,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,0,units,,,17.5,,
DNK,Denmark,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,0,units,,,19.0,,
FIN,Finland,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,0,units,,,19.2,,
FRA,France,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,0,units,,,16.1,,
DEU,Germany,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,0,units,,,18.4,,
GRC,Greece,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,0,units,,,18.6,,
HUN,Hungary,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,0,units,,,17.3,,
ISL,Iceland,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,0,units,,,19.0,,
IRL,Ireland,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,0,units,,,17.6,,
ITA,Italy,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,0,units,,,16.4,,
JPN,Japan,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,0,units,,,15.8,,
KOR,Korea,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,0,units,,,18.2,,
LUX,Luxembourg,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,0,units,,,15.0,,
MEX,Mexico,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,0,units,,,14.3,,
NLD,Netherlands,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,0,units,,,18.7,,
NZL,New Zealand,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,0,units,,,17.5,,
NOR,Norway,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,0,units,,,17.4,,
POL,Poland,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,0,units,,,17.5,,
PRT,Portugal,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,0,units,,,17.5,,
SVK,Slovak Republic,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,0,units,,,15.8,,
ESP,Spain,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,0,units,,,17.4,,
SWE,Sweden,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,0,units,,,18.3,,
CHE,Switzerland,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,0,units,,,17.4,,
TUR,Turkey,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,0,units,,,16.8,,
GBR,United Kingdom,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,0,units,,,16.0,,
USA,United States,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,0,units,,,16.6,,
BRA,Brazil,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,0,units,,,15.9,,
CHL,Chile,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,0,units,,,16.4,,
EST,Estonia,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,0,units,,,16.9,,
ISR,Israel,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,0,units,,,15.4,,
RUS,Russia,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,0,units,,,15.6,,
SVN,Slovenia,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,0,units,,,17.7,,
OECD,OECD - Total,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,0,units,,,17.4,,
AUS,Australia,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,units,,,19.5,,
AUT,Austria,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,units,,,17.3,,
BEL,Belgium,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,units,,,19.5,,
CAN,Canada,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,units,,,17.7,,
CZE,Czech Republic,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,units,,,18.7,,
DNK,Denmark,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,units,,,19.9,,
FIN,Finland,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,units,,,20.1,,
FRA,France,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,units,,,16.8,,
DEU,Germany,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,units,,,18.0,,
GRC,Greece,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,units,,,18.7,,
HUN,Hungary,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,units,,,17.8,,
ISL,Iceland,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,units,,,20.6,,
IRL,Ireland,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,units,,,17.5,,
ITA,Italy,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,units,,,17.3,,
JPN,Japan,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,units,,,15.5,,
KOR,Korea,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,units,,,16.7,,
LUX,Luxembourg,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,units,,,15.2,,
MEX,Mexico,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,units,,,14.4,,
NLD,Netherlands,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,units,,,18.7,,
NZL,New Zealand,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,units,,,18.6,,
NOR,Norway,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,units,,,18.4,,
POL,Poland,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,units,,,19.2,,
PRT,Portugal,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,units,,,17.8,,
SVK,Slovak Republic,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,units,,,16.8,,
ESP,Spain,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,units,,,17.9,,
SWE,Sweden,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,units,,,20.3,,
CHE,Switzerland,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,units,,,17.1,,
TUR,Turkey,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,units,,,16.1,,
GBR,United Kingdom,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,units,,,16.7,,
USA,United States,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,units,,,17.9,,
BRA,Brazil,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,units,,,16.7,,
CHL,Chile,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,units,,,16.6,,
EST,Estonia,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,units,,,18.1,,
ISR,Israel,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,units,,,16.3,,
RUS,Russia,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,units,,,16.4,,
SVN,Slovenia,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,units,,,19.1,,
OECD,OECD - Total,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,units,,,18.0,,
AUS,Australia,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,units,,,13.0,,
AUT,Austria,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,units,,,27.0,,
BEL,Belgium,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,units,,,21.0,,
CAN,Canada,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,units,,,15.0,,
CZE,Czech Republic,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,units,,,16.0,,
DNK,Denmark,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,units,,,15.0,,
FIN,Finland,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,units,,,15.0,,
FRA,France,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,units,,,12.0,,
DEU,Germany,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,units,,,16.0,,
GRC,Greece,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,units,,,27.0,,
HUN,Hungary,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,units,,,15.0,,
ISL,Iceland,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,units,,,18.0,,
IRL,Ireland,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,units,,,13.0,,
ITA,Italy,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,units,,,21.0,,
JPN,Japan,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,units,,,24.0,,
KOR,Korea,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,units,,,30.0,,
LUX,Luxembourg,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,units,,,12.0,,
MEX,Mexico,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,units,,,30.0,,
NLD,Netherlands,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,units,,,30.0,,
NZL,New Zealand,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,units,,,11.0,,
NOR,Norway,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,units,,,16.0,,
POL,Poland,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,units,,,33.0,,
PRT,Portugal,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,units,,,18.0,,
SVK,Slovak Republic,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,units,,,13.0,,
ESP,Spain,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,units,,,24.0,,
SWE,Sweden,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,units,,,10.0,,
CHE,Switzerland,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,units,,,20.0,,
TUR,Turkey,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,units,,,35.0,,
GBR,United Kingdom,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,units,,,13.0,,
USA,United States,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,units,,,18.0,,
BRA,Brazil,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,units,,,18.0,,
CHL,Chile,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,units,,,46.0,,
EST,Estonia,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,units,,,9.0,,
ISR,Israel,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,units,,,21.0,,
RUS,Russia,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,units,,,15.0,,
SVN,Slovenia,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,units,,,26.0,,
OECD,OECD - Total,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,units,,,20.0,,
AUS,Australia,EQ_AIRP,Air pollution,L,Value,MN,Men,MICRO_M3,Micrograms per cubic metre,0,units,,,13.0,E,Estimated value
AUT,Austria,EQ_AIRP,Air pollution,L,Value,MN,Men,MICRO_M3,Micrograms per cubic metre,0,units,,,27.0,E,Estimated value
BEL,Belgium,EQ_AIRP,Air pollution,L,Value,MN,Men,MICRO_M3,Micrograms per cubic metre,0,units,,,21.0,E,Estimated value
CAN,Canada,EQ_AIRP,Air pollution,L,Value,MN,Men,MICRO_M3,Micrograms per cubic metre,0,units,,,15.0,E,Estimated value
CZE,Czech Republic,EQ_AIRP,Air pollution,L,Value,MN,Men,MICRO_M3,Micrograms per cubic metre,0,units,,,16.0,E,Estimated value
DNK,Denmark,EQ_AIRP,Air pollution,L,Value,MN,Men,MICRO_M3,Micrograms per cubic metre,0,units,,,15.0,E,Estimated value
FIN,Finland,EQ_AIRP,Air pollution,L,Value,MN,Men,MICRO_M3,Micrograms per cubic metre,0,units,,,15.0,E,Estimated value
FRA,France,EQ_AIRP,Air pollution,L,Value,MN,Men,MICRO_M3,Micrograms per cubic metre,0,units,,,12.0,E,Estimated value
DEU,Germany,EQ_AIRP,Air pollution,L,Value,MN,Men,MICRO_M3,Micrograms per cubic metre,0,units,,,16.0,E,Estimated value
GRC,Greece,EQ_AIRP,Air pollution,L,Value,MN,Men,MICRO_M3,Micrograms per cubic metre,0,units,,,27.0,E,Estimated value
HUN,Hungary,EQ_AIRP,Air pollution,L,Value,MN,Men,MICRO_M3,Micrograms per cubic metre,0,units,,,15.0,E,Estimated value
ISL,Iceland,EQ_AIRP,Air pollution,L,Value,MN,Men,MICRO_M3,Micrograms per cubic metre,0,units,,,18.0,E,Estimated value
IRL,Ireland,EQ_AIRP,Air pollution,L,Value,MN,Men,MICRO_M3,Micrograms per cubic metre,0,units,,,13.0,E,Estimated value
ITA,Italy,EQ_AIRP,Air pollution,L,Value,MN,Men,MICRO_M3,Micrograms per cubic metre,0,units,,,21.0,E,Estimated value
JPN,Japan,EQ_AIRP,Air pollution,L,Value,MN,Men,MICRO_M3,Micrograms per cubic metre,0,units,,,24.0,E,Estimated value
KOR,Korea,EQ_AIRP,Air pollution,L,Value,MN,Men,MICRO_M3,Micrograms per cubic metre,0,units,,,30.0,E,Estimated value
LUX,Luxembourg,EQ_AIRP,Air pollution,L,Value,MN,Men,MICRO_M3,Micrograms per cubic metre,0,units,,,12.0,E,Estimated value
MEX,Mexico,EQ_AIRP,Air pollution,L,Value,MN,Men,MICRO_M3,Micrograms per cubic metre,0,units,,,30.0,E,Estimated value
NLD,Netherlands,EQ_AIRP,Air pollution,L,Value,MN,Men,MICRO_M3,Micrograms per cubic metre,0,units,,,30.0,E,Estimated value
NZL,New Zealand,EQ_AIRP,Air pollution,L,Value,MN,Men,MICRO_M3,Micrograms per cubic metre,0,units,,,11.0,E,Estimated value
NOR,Norway,EQ_AIRP,Air pollution,L,Value,MN,Men,MICRO_M3,Micrograms per cubic metre,0,units,,,16.0,E,Estimated value
POL,Poland,EQ_AIRP,Air pollution,L,Value,MN,Men,MICRO_M3,Micrograms per cubic metre,0,units,,,33.0,E,Estimated value
PRT,Portugal,EQ_AIRP,Air pollution,L,Value,MN,Men,MICRO_M3,Micrograms per cubic metre,0,units,,,18.0,E,Estimated value
SVK,Slovak Republic,EQ_AIRP,Air pollution,L,Value,MN,Men,MICRO_M3,Micrograms per cubic metre,0,units,,,13.0,E,Estimated value
ESP,Spain,EQ_AIRP,Air pollution,L,Value,MN,Men,MICRO_M3,Micrograms per cubic metre,0,units,,,24.0,E,Estimated value
SWE,Sweden,EQ_AIRP,Air pollution,L,Value,MN,Men,MICRO_M3,Micrograms per cubic metre,0,units,,,10.0,E,Estimated value
CHE,Switzerland,EQ_AIRP,Air pollution,L,Value,MN,Men,MICRO_M3,Micrograms per cubic metre,0,units,,,20.0,E,Estimated value
TUR,Turkey,EQ_AIRP,Air pollution,L,Value,MN,Men,MICRO_M3,Micrograms per cubic metre,0,units,,,35.0,E,Estimated value
GBR,United Kingdom,EQ_AIRP,Air pollution,L,Value,MN,Men,MICRO_M3,Micrograms per cubic metre,0,units,,,13.0,E,Estimated value
USA,United States,EQ_AIRP,Air pollution,L,Value,MN,Men,MICRO_M3,Micrograms per cubic metre,0,units,,,18.0,E,Estimated value
BRA,Brazil,EQ_AIRP,Air pollution,L,Value,MN,Men,MICRO_M3,Micrograms per cubic metre,0,units,,,18.0,E,Estimated value
CHL,Chile,EQ_AIRP,Air pollution,L,Value,MN,Men,MICRO_M3,Micrograms per cubic metre,0,units,,,46.0,E,Estimated value
EST,Estonia,EQ_AIRP,Air pollution,L,Value,MN,Men,MICRO_M3,Micrograms per cubic metre,0,units,,,9.0,E,Estimated value
ISR,Israel,EQ_AIRP,Air pollution,L,Value,MN,Men,MICRO_M3,Micrograms per cubic metre,0,units,,,21.0,E,Estimated value
RUS,Russia,EQ_AIRP,Air pollution,L,Value,MN,Men,MICRO_M3,Micrograms per cubic metre,0,units,,,15.0,E,Estimated value
SVN,Slovenia,EQ_AIRP,Air pollution,L,Value,MN,Men,MICRO_M3,Micrograms per cubic metre,0,units,,,26.0,E,Estimated value
AUS,Australia,EQ_AIRP,Air pollution,L,Value,WMN,Women,MICRO_M3,Micrograms per cubic metre,0,units,,,13.0,E,Estimated value
AUT,Austria,EQ_AIRP,Air pollution,L,Value,WMN,Women,MICRO_M3,Micrograms per cubic metre,0,units,,,27.0,E,Estimated value
BEL,Belgium,EQ_AIRP,Air pollution,L,Value,WMN,Women,MICRO_M3,Micrograms per cubic metre,0,units,,,21.0,E,Estimated value
CAN,Canada,EQ_AIRP,Air pollution,L,Value,WMN,Women,MICRO_M3,Micrograms per cubic metre,0,units,,,15.0,E,Estimated value
CZE,Czech Republic,EQ_AIRP,Air pollution,L,Value,WMN,Women,MICRO_M3,Micrograms per cubic metre,0,units,,,16.0,E,Estimated value
DNK,Denmark,EQ_AIRP,Air pollution,L,Value,WMN,Women,MICRO_M3,Micrograms per cubic metre,0,units,,,15.0,E,Estimated value
FIN,Finland,EQ_AIRP,Air pollution,L,Value,WMN,Women,MICRO_M3,Micrograms per cubic metre,0,units,,,15.0,E,Estimated value
